age,annual_income,spending_score,num_purchases,avg_session_time
27.483570765056164,29308.67849414408,26.476885381006923,8.046059712816051,2.765846625276664
23.8293152152541,37896.064077536954,27.674347291529088,4.061051228130096,3.5425600435859645
22.682911535937688,27671.351232148714,22.419622715660342,1.1734395106844042,1.2750821674869672
22.188562353795135,24935.84439832788,23.14247332595274,3.1839518489575784,1.5876962986647085
32.32824384460777,28871.11849756732,20.67528204687924,2.1505036275730864,2.4556172754748173
25.55461294854933,24245.032112888486,23.75698018345672,3.79872262016239,2.708306250206723
21.991466938853016,39261.39092254469,19.865027752620662,2.8845781420881993,3.822544912103189
18.895781750144888,31044.317975023776,1.0,2.343627902203139,3.1968612358691235
28.692332899977053,30856.841405949854,18.843517176117594,4.3977926088214225,1.5214780096325726
21.400778958026457,27696.806145201062,30.571222262189156,5.687236579136923,1.236959844637266
26.620419846973974,28074.588597918417,13.230779996940413,6.2233525776817356,4.030999522495951
29.656400595580994,25803.912383886807,16.907876241487855,5.662526862807128,3.975545127122359
22.60412881077355,29071.705116680914,8.936650259939718,2.6075867518386584,3.812525822394198
31.781200142854114,29639.94939209833,30.03532897892024,5.723272050095268,2.3548802453948756
26.80697802754207,37690.18283232985,19.641739608900483,8.129287311628012,1.0
29.10951252187612,30435.235341190855,17.009926495341325,5.183521553071005,1.0124310853991072
23.90164056081244,31785.562857558733,34.77894044741516,3.9634595634527052,2.1915063971068123
22.491214782077318,34577.01058851037,23.287511096596845,3.9404795924659224,3.513267433113356
25.4853877467402,34843.224952664445,12.979469061226476,4.3446757068044635,2.6078918468678425
18.0,31480.60138532288,22.610552721798893,5.010226913284922,2.765412866624853
18.0,27896.773386173205,16.572854834732304,3.395445461556762,2.838714288333991
27.020254284072692,39430.92950605265,21.74577812831839,5.515100781445529,2.925554084233833
18.0,29867.430622753916,20.602302099410263,9.926484224970572,2.8076390352188776
26.507736711668063,29826.441151473784,8.31321962380468,7.285645629030041,3.7519330326867744
28.955159735215233,25453.062726026306,34.02794310936099,2.1962978744154382,3.5868570938002704
35.952278129049894,25047.318374346556,14.33702270397228,5.199302730175282,2.4965243458838007
18.0,30342.814874030137,9.376962862738951,5.9471848612703635,2.0805757657661967
32.7496720250877,26083.733538318815,16.779384837943244,6.62703443473934,1.7691356835660448
26.137299673020646,36535.71377141214,3.9251676543877245,5.369267717064608,3.2598827942484236
28.90911435888655,23815.24644560959,6.795433869157236,6.0438831312337955,3.2969846732331862
26.252464251729382,31732.24104748488,13.199752784215093,5.464507394322007,3.293072473298681
21.42824290986816,39328.872555723785,24.738329209117875,2.617393005594703,3.6565536086338297
20.126591648863393,33935.42301871226,31.58595579007404,3.358635363296579,3.9633761292443217
27.06390463468249,34110.30079997245,38.967929826539475,4.509223767994259,2.2462638356425106
20.552427851872384,25920.94857517281,19.22898290585896,5.682303949633288,3.276690799330019
29.13591624518012,30065.009459389534,34.53534077157317,4.470686333524088,5.720169166589619
28.12833673882503,25714.212217918586,9.291075019388877,5.96494483048637,2.776537214674149
28.57000247046046,32366.188122867723,19.27171087343127,3.30641256386319,1.4851527753141354
22.767425239664895,34281.99397161736,22.14093744130204,2.508522442576024,3.173180925851182
26.926586898644185,25580.712818994336,21.53725105945528,5.116417436892,1.857029702169377
26.788936801741418,32803.922631841175,30.83051243175277,7.1076041040698055,1.622330632042909
20.310874800424386,32575.1763360433,25.137859509122087,6.030095372612096,6.852731490654721
27.854452553465833,35677.82820090299,29.540017634932024,6.302782502611596,2.6847307553596544
28.794846102466337,26135.87392731214,17.63181393259991,4.029272904341793,3.0818741393863225
36.573292833367546,20663.67403704126,26.862601903745134,1.7745682576206967,2.5280681342105664
30.444752984836832,30321.400095477315,9.22255222070694,3.5693925814800638,3.679597748934676
21.34816684141432,31082.292947909875,20.455718399038137,3.6967993047883656,5.143944089325325
28.169595111590056,20000.0,21.864543147694278,3.676427070463224,3.852433334796224
21.037396307836495,29426.317792665504,25.04987278980457,6.731510388340243,1.7997035929442238
23.327493820795258,27625.27344419522,13.466707674262882,8.530908480562193,3.4049817109609557
18.695580228324772,34589.309735273884,41.22156197012633,7.064930521102294,1.4806300340459866
22.578829635668743,36334.55574593312,12.923305343812192,5.887638856292456,3.7746340534293368
20.365347642109583,29702.373219691,1.0,2.9512247173314203,2.7474318486068396
18.761084090175753,38162.056519658174,5.698586220393674,4.119911026606032,3.1307405772860912
32.20636644533058,22820.689244102803,31.631637521549596,5.020466122039174,2.018491348952049
27.310517371316354,30995.29847786735,13.997831228412053,5.139604169980037,2.61468640313824
25.56758672625624,33310.65337260524,35.86016816145352,2.524369002346302,5.133033374656266
18.0,29241.074524822085,25.883172064845766,5.561983735470065,2.3773004801794064
23.959388748213623,27534.995326705837,14.106352430557884,6.699204194042049,3.3570154859650474
21.535452023696728,34497.999377166256,23.072995208766095,6.62572423767792,3.629628841923612
20.855024945389637,27199.09479901515,27.47293605123262,6.22074053086693,2.979098406035852
25.58663691654391,36388.32447894212,14.0842861116417,6.094194762340075,2.797807347566106
23.9115939838639,35493.88425993595,28.2541634898803,6.627019272001277,4.305478807154329
25.105019208163796,33409.76485647482,16.89733243406544,5.648332704976884,2.8698569456323155
25.48497982496359,32975.785127184565,11.817793167665275,9.184774551370921,1.993982618500298
18.92905693606134,35790.55436750034,27.91662693962936,6.24823963410431,3.62834550926428
24.938766135765427,25513.728142570842,20.758045581937264,3.6456765769757764,3.9751197334177513
24.264713092489306,25872.514016037443,16.786141583470066,5.825862908551248,2.4362754471960253
20.888898022167844,31218.436057459563,22.449665711087228,3.9861136492577405,2.5289616943816773
26.16024968678818,22759.57829251338,5.925362256234447,3.563111557495128,2.786552848288153
26.554537827990025,37376.78108474776,28.576596232020194,4.680122940073145,2.980983792097311
19.987353176810956,29907.43432003805,17.113413610798617,5.645437120676179,2.172769056447677
27.596732571205862,37663.69456501289,18.912398515431423,5.8034234441978825,3.6901439917111123
22.993897640570818,31120.462409052085,20.12592400781795,5.195352197097663,2.2269902161445336
25.122550871294713,32489.99145622725,34.51143607795042,6.918541652170414,5.153182457511557
21.163262185559752,34361.603183603394,21.833420057383517,9.379605866435345,2.1917017146448483
20.801390789096118,27003.036772779888,1.0,3.948489956638478,2.240867338446302
25.75196893238104,31708.779878885798,38.761708392158866,6.9008476763721,2.423096344337597
20.50792664325821,32459.595857532528,6.797667929793578,8.662917531708707,4.179440120721287
22.654121739476476,21434.32735454561,33.538723741654124,4.770920309494764,4.237816311973462
18.0,27003.124885231136,20.052436997181832,5.093961187529484,2.5499345285207564
28.114249661737492,24661.89785308703,18.576205149787064,5.240591263423798,3.514438834058749
